Region,Station,Pressure_hPa,Temp_C,Tmax_C,Tmin_C,Tx_dif,Tn_dif,Rain_mm,R1Jan_mm,RH_percent,Wind_dir,Wind_knot,Extraction_Date
ภาคกลาง,บัวชุม,1009.36,21.2,39.8,0.5,19.3,1.0,0.0,,85,C,0,2026-03-05
ภาคกลาง,น(cid:286)าร่อง,1007.29,28.6,32.5,0.2,28.0,-0.4,0.0,,75,WNW,3,2026-03-05
ภาคกลาง,สมุทรปราการ สกษ.,1008.32,27.7,34.6,0.0,27.4,0.4,0.0,,69,ESE,3,2026-03-05
ภาคกลาง,สนามบินสุวรรณภ(cid:270)มิ,1009.27,26.0,37.1,0.1,24.1,-0.6,0.0,,92,SSW,10,2026-03-05
ภาคกลาง,สมุทรสงคราม,1008.46,24.0,34.9,0.8,23.6,0.1,0.0,,79,C,0,2026-03-05
ภาคกลาง,กาญจนบุรี,1008.53,25.6,37.5,-1.7,23.6,0.9,0.0,,77,SW,3,2026-03-05
ภาคกลาง,ทองผาภ(cid:270)มิ,1009.81,22.7,35.6,0.5,22.4,2.3,0.0,,89,C,0,2026-03-05
ภาคกลาง,นครปฐม,1008.26,23.0,36.5,-0.7,22.8,2.6,0.0,,91,C,0,2026-03-05
ภาคกลาง,กรุงเทพมหานคร,1008.26,26.3,38.2,0.0,26.1,-1.0,0.0,,72,C,0,2026-03-05
ภาคกลาง,กรุงเทพฯ ท่าเรือคลองเตย,1008.71,26.5,38.0,0.3,26.3,-1.0,0.0,,72,S,2,2026-03-05
ภาคกลาง,กรุงเทพฯ บางนา สกษ.,1008.80,26.2,37.8,-0.3,25.3,-0.2,0.0,,73,E,1,2026-03-05
ภาคกลาง,สนามบินดอนเมือง,1009.45,25.6,37.7,0.8,25.6,0.2,0.0,,80,C,0,2026-03-05
ภาคตะวันออก,นครนายก,1009.25,18.5,27.6,-0.2,17.5,-1.5,0.0,,80,S,2,2026-03-05
ภาคตะวันออก,ฉะเชิงเทรา,1010.41,22.9,37.2,0.2,22.9,-1.2,0.0,,96,C,0,2026-03-05
ภาคตะวันออก,ปราจีนบุรี,1008.71,25.5,37.8,0.0,24.8,-0.7,0.0,,84,C,0,2026-03-05
ภาคตะวันออก,กบินทร์บุรี,1009.58,23.0,38.0,0.2,22.9,-0.1,0.0,,87,#Error,0,2026-03-05
ภาคตะวันออก,อรัญประเทศ,1009.50,26.2,38.1,-0.9,25.6,0.1,0.0,,83,C,0,2026-03-05
ภาคตะวันออก,สระแก้ว,1008.60,23.9,37.2,-0.7,23.7,-0.3,0.0,,93,C,0,2026-03-05
ภาคตะวันออก,ชลบุรี,1008.60,27.6,34.8,-1.6,27.2,-0.1,0.0,,80,C,0,2026-03-05
ภาคตะวันออก,เกาะสีชัง,1008.44,28.2,34.5,-0.5,23.5,-1.5,0.0,,76,C,0,2026-03-05
ภาคตะวันออก,พัทยา,1009.68,27.2,35.2,-0.2,26.9,0.9,0.0,,70,E,8,2026-03-05
ภาคตะวันออก,สัตหีบ,1009.49,24.3,36.3,1.0,23.8,-0.5,0.0,,90,C,0,2026-03-05
ภาคตะวันออก,แหลมฉบัง,1009.42,27.0,34.7,0.0,25.3,0.2,0.0,,70,W,5,2026-03-05
ภาคตะวันออก,ระยอง,1008.82,28.3,34.0,0.5,27.9,0.4,0.0,,75,SSW,6,2026-03-05
ภาคตะวันออก,ห้วยโป่ง สกษ.,1008.59,26.5,34.0,0.1,25.7,1.2,0.0,,87,W,2,2026-03-05
ภาคตะวันออก,จันทบุรี,1009.02,25.1,33.9,-0.4,24.7,-0.7,0.0,,92,C,0,2026-03-05
ภาคตะวันออก,พลิ้ว สกษ.,1009.45,25.0,33.7,0.3,24.5,-0.5,0.0,,97,C,0,2026-03-05
ภาคตะวันออก,ตราด,1008.99,24.9,33.3,0.0,24.1,-0.5,0.0,,91,ENE,1,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),เพชรบุรี,1008.75,23.5,33.2,0.4,20.5,0.0,0.0,,79,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),ประจวบคีรีขันธ์,1008.94,25.8,35.0,0.0,24.0,-0.3,0.0,,75,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),หัวหิน,1008.86,23.9,32.7,0.4,23.5,0.6,0.0,,76,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),หนองพลับ สกษ.,1009.46,20.5,37.3,-0.9,20.1,0.2,0.0,,89,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),ชุมพร,1009.65,24.9,36.7,0.0,24.4,0.2,0.0,,87,W,1,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),สวี สกษ.,1009.71,22.0,35.7,-1.1,22.0,-0.4,0.0,,95,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),สุราษฎร์ธานี,1010.21,22.5,35.0,-1.9,21.3,-1.6,0.0,,89,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),เกาะสมุย,1009.58,25.4,35.8,4.2,24.8,0.4,0.0,,88,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),พระแสง สอท.,1009.05,23.5,36.0,-0.7,22.5,1.4,0.0,,96,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),นครศรีธรรมราช,1009.32,23.8,33.7,-0.8,23.5,0.1,0.0,,94,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),นครศรีธรรมราช สกษ.,1009.53,23.8,34.0,-1.0,23.6,0.1,0.0,,98,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),ฉวาง,1009.81,23.5,37.0,-0.4,23.3,0.8,0.0,,96,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),พัทลุง สกษ.,1009.45,24.5,35.8,0.6,24.5,0.7,0.0,,94,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),คอหงษ์ สกษ.,1009.27,24.6,35.8,0.5,24.0,-0.3,0.0,,89,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),สะเดา,1009.62,22.2,36.3,-1.0,21.3,-1.0,0.0,,96,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),สงขลา,1009.49,25.8,34.8,1.5,25.1,-1.0,0.0,,81,SW,2,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),หาดใหญ่,1009.51,23.2,37.2,0.2,21.5,-0.4,0.0,,93,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันออก),ปัตตานี,1009.44,23.7,35.2,1.1,22.8,-1.0,0.0,,93,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันตก),ระนอง,1010.19,24.2,33.5,-1.0,23.6,-0.2,0.0,,88,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันตก),ตะกั่วป่า,1009.33,23.7,32.0,-1.4,23.3,-0.7,0.0,,94,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันตก),ภ(cid:270)เก็ต,1009.59,26.0,35.0,-1.4,25.5,-1.6,0.0,,85,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันตก),เกาะลันตา,1009.80,27.1,33.8,0.8,25.8,0.8,0.0,,84,NW,11,2026-03-05
ภาคใต้ (ฝั่งตะวันตก),กระบี่,1009.83,23.8,35.5,-0.2,,,0.0,,94,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันตก),ตรัง,1009.82,23.7,36.3,-0.7,23.4,0.4,0.0,,92,C,0,2026-03-05
ภาคใต้ (ฝั่งตะวันตก),สต(cid:270)ล,1009.95,23.0,35.1,-0.9,22.5,-0.7,0.0,,92,C,0,2026-03-05
ภาคเหนือ,แม่ฮ่องสอน,1012.38,20.2,33.7,0.7,19.3,0.7,"""ฝ""",,91,C,0,2026-03-06
ภาคเหนือ,แม่สะเรียง,1012.45,20.0,34.5,-0.5,20.0,1.0,0.0,,95,C,0,2026-03-06
ภาคเหนือ,เชียงราย,1013.03,19.1,32.9,0.8,18.9,2.2,0.0,,96,C,0,2026-03-06
ภาคเหนือ,เชียงราย สกษ.,1013.37,18.0,33.1,1.1,17.5,1.7,0.0,,95,C,0,2026-03-06
ภาคเหนือ,พะเยา,1013.55,20.1,34.9,0.7,17.1,0.9,0.0,,85,C,0,2026-03-06
ภาคเหนือ,ดอยอ่างขาง,1013.85,16.5,23.8,0.0,15.0,-1.0,0.0,,77,C,0,2026-03-06
ภาคเหนือ,เชียงใหม่,1011.89,22.5,35.4,0.0,22.3,1.2,0.0,,74,WSW,1,2026-03-06
ภาคเหนือ,ล(cid:286)าปาง,1012.20,21.7,36.8,0.1,19.8,1.3,0.0,,78,C,0,2026-03-06
ภาคเหนือ,เถิน,1011.57,21.5,35.9,-2.1,21.5,1.8,0.0,,82,C,0,2026-03-06
ภาคเหนือ,ล(cid:286)าปาง สกษ.,1012.11,20.0,35.0,-0.4,20.0,1.5,0.0,,86,C,0,2026-03-06
ภาคเหนือ,ล(cid:286)าพ(cid:270)น,1012.12,21.7,35.2,-0.1,20.8,0.5,0.0,,76,ENE,3,2026-03-06
ภาคเหนือ,แพร่,1011.49,22.5,36.2,0.2,22.3,4.3,0.0,,88,C,0,2026-03-06
ภาคเหนือ,น่าน,1013.07,21.8,36.3,-0.2,21.6,2.1,0.0,,89,C,0,2026-03-06
ภาคเหนือ,น่าน สกษ.,1013.23,20.8,36.3,0.3,20.6,1.8,0.0,,93,C,0,2026-03-06
ภาคเหนือ,ท่าวังผา,1013.70,20.0,36.7,0.0,19.6,0.6,0.0,,90,C,0,2026-03-06
ภาคเหนือ,ทุ่งช้าง,1013.85,17.9,35.1,0.2,17.7,0.3,0.0,,95,C,0,2026-03-06
ภาคเหนือ,อุตรดิตถ์,1011.25,25.2,37.0,-0.5,25.2,4.8,0.0,,75,C,0,2026-03-06
ภาคเหนือ,สุโขทัย,1010.99,24.6,35.5,0.7,24.4,4.1,0.0,,83,C,0,2026-03-06
ภาคเหนือ,ศรีส(cid:286)าโรง สกษ.,1011.45,24.6,34.9,-1.0,24.5,3.6,0.0,,83,C,0,2026-03-06
ภาคเหนือ,ตาก,1011.84,25.4,36.4,-1.7,24.4,0.4,0.0,,69,ESE,3,2026-03-06
ภาคเหนือ,แม่สอด,1010.06,21.5,35.5,0.1,20.2,-0.8,0.0,,91,C,0,2026-03-06
ภาคเหนือ,เขื่อนภ(cid:270)มิพล,1010.72,24.3,35.7,-1.0,23.0,3.0,0.0,,65,C,0,2026-03-06
ภาคเหนือ,ดอยม(cid:270)เซอร์ สกษ.,1012.28,17.2,27.4,-2.1,17.2,-1.5,0.0,,90,C,0,2026-03-06
ภาคเหนือ,อุ้มผาง,1011.66,17.6,34.8,-0.3,17.2,-0.8,0.0,,90,C,0,2026-03-06
ภาคเหนือ,พิษณุโลก,1011.31,25.2,35.5,-0.6,24.2,3.9,0.0,,78,SW,2,2026-03-06
ภาคเหนือ,เพชรบ(cid:270)รณ์,1010.62,24.8,38.0,-0.5,21.8,0.0,0.0,,76,C,0,2026-03-06
ภาคเหนือ,หล่มสัก,1013.31,23.9,37.5,0.6,23.4,0.7,2.8,,76,C,0,2026-03-06
ภาคเหนือ,ก(cid:286)าแพงเพชร,1011.18,25.1,35.5,-1.9,24.5,2.6,0.0,,78,C,0,2026-03-06
ภาคเหนือ,พิจิตร สกษ.,1009.56,24.0,34.2,-1.5,23.4,2.6,0.0,,87,W,1,2026-03-06
ภาคตะวันออกเฉียงเหนือ,หนองคาย,1013.73,21.4,31.3,-3.9,20.8,-0.5,0.0,,79,SSE,4,2026-03-06
ภาคตะวันออกเฉียงเหนือ,เลย,1013.75,22.0,32.0,-4.2,20.5,-1.0,0.0,,82,C,0,2026-03-06
ภาคตะวันออกเฉียงเหนือ,เลย สกษ.,1013.37,21.0,31.7,-4.0,20.6,-1.6,0.0,,92,C,0,2026-03-06
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,1014.97,22.0,28.4,-5.4,21.6,-0.4,0.0,,70,E,2,2026-03-06
ภาคตะวันออกเฉียงเหนือ,สกลนคร,1013.95,19.8,24.7,-7.8,18.9,-1.1,31.6,,100,C,0,2026-03-06
ภาคตะวันออกเฉียงเหนือ,สกลนคร สกษ.,1014.78,19.0,24.4,-8.6,18.5,-0.7,20.8,,98,C,0,2026-03-06
ภาคตะวันออกเฉียงเหนือ,นครพนม,1014.10,19.9,29.0,-3.7,18.9,-1.2,5.4,,91,C,0,2026-03-06
ภาคตะวันออกเฉียงเหนือ,นครพนม สกษ.,1015.64,19.1,28.0,-4.5,18.0,-1.7,22.8,,98,C,0,2026-03-06
ภาคตะวันออกเฉียงเหนือ,หนองบัวล(cid:286)าภ(cid:270),1012.97,21.1,29.2,-8.0,20.7,-2.3,0.0,,75,E,4,2026-03-06
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,1013.59,22.5,27.8,-4.9,21.8,0.0,1.6,,80,E,5,2026-03-06
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,1014.47,21.6,28.7,-7.1,21.2,-1.6,0.0,,98,C,0,2026-03-06
ภาคตะวันออกเฉียงเหนือ,ท่าพระ สกษ.,1013.37,21.9,29.7,-6.9,20.1,-1.9,0.0,,92,C,0,2026-03-06
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,1012.94,21.5,28.3,-5.9,21.0,-0.2,0.7,,88,C,0,2026-03-06
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,1014.08,23.0,29.8,-5.7,22.1,0.1,0.0,,83,C,0,2026-03-06
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,1013.33,21.5,28.7,-6.5,21.2,-0.1,0.0,,93,C,0,2026-03-06
ภาคตะวันออกเฉียงเหนือ,อ(cid:286)านาจเจริญ,1013.32,21.9,29.5,-4.4,21.2,0.1,0.0,,83,NE,3,2026-03-06
ภาคตะวันออกเฉียงเหนือ,ชัยภ(cid:270)มิ,1012.86,23.0,31.5,-6.2,22.3,-2.2,0.4,,83,NE,7,2026-03-06
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,1012.86,22.1,30.2,-5.8,22.0,-0.4,0.0,,83,C,0,2026-03-06
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด สกษ.,1012.96,21.8,29.0,-6.0,21.5,0.0,0.0,,85,C,0,2026-03-06
ภาคตะวันออกเฉียงเหนือ,ยโสธร,1013.56,21.7,30.3,-5.3,20.2,0.5,1.4,,80,C,0,2026-03-06
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี สกษ.,1013.06,21.3,29.3,-4.7,20.2,-0.4,5.4,,90,W,2,2026-03-06
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี (ศ(cid:270)นย์ฯ),1013.07,22.0,29.8,-3.4,21.6,-0.4,4.8,,87,WNW,4,2026-03-06
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,1012.85,23.0,29.6,-5.5,22.8,0.0,16.5,,83,E,2,2026-03-06
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,1013.37,22.6,36.3,-2.4,22.2,-1.4,25.8,,98,NE,4,2026-03-06
ภาคตะวันออกเฉียงเหนือ,ปากช่อง สกษ.,1011.97,22.5,34.1,-1.8,21.4,2.8,0.2,,87,E,8,2026-03-06
ภาคตะวันออกเฉียงเหนือ,โชคชัย,1013.42,23.5,37.8,-0.6,22.7,-1.7,0.0,,87,NE,2,2026-03-06
ภาคตะวันออกเฉียงเหนือ,สุรินทร์ สกษ.,1013.06,22.5,33.2,-3.0,22.2,-1.0,0.7,,90,N,2,2026-03-06
ภาคตะวันออกเฉียงเหนือ,ท่าต(cid:270)ม,1013.37,22.0,31.2,-5.2,21.6,0.4,6.0,,91,C,0,2026-03-06
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,1013.21,21.3,31.7,-4.7,19.7,-2.1,0.8,,99,NNE,3,2026-03-06
ภาคตะวันออกเฉียงเหนือ,นางรอง,1013.08,21.8,34.6,-3.0,21.0,-1.5,25.0,,97,C,0,2026-03-06
ภาคกลาง,นครสวรรค์,1011.97,26.5,36.5,-0.7,25.4,4.2,0.0,,71,ESE,5,2026-03-06
ภาคกลาง,ตากฟ้า สกษ.,1012.15,25.3,36.0,-1.5,23.4,3.2,0.0,,80,ESE,4,2026-03-06
ภาคกลาง,ชัยนาท สกษ.,1011.72,24.0,35.1,-0.6,23.3,1.9,0.0,,88,ESE,1,2026-03-06
ภาคกลาง,อุทัยธานี,1010.66,24.0,36.3,-0.7,23.0,2.2,0.0,,96,C,0,2026-03-06
ภาคกลาง,พระนครศรีอยุธยา,1011.32,24.0,36.3,-1.9,23.3,0.9,0.0,,90,SE,2,2026-03-06
ภาคกลาง,ปทุมธานี สกษ.,1010.97,24.6,37.0,-0.5,24.4,0.9,0.0,,86,SSE,3,2026-03-06
ภาคกลาง,ราชบุรี,1011.74,23.6,35.5,-1.5,23.5,2.4,0.0,,90,WSW,2,2026-03-06
ภาคกลาง,สุพรรณบุรี,1011.36,25.2,35.7,-1.0,24.5,1.5,0.0,,90,SSE,4,2026-03-06
ภาคกลาง,ลพบุรี,1010.73,25.9,35.4,-1.6,25.0,0.9,0.0,,76,ENE,4,2026-03-06
ภาคกลาง,บัวชุม,1012.06,24.5,36.7,-3.1,22.4,3.1,0.0,,83,ENE,8,2026-03-06
ภาคกลาง,น(cid:286)าร่อง,1010.26,27.1,31.6,-0.9,26.3,-1.7,0.0,,72,ENE,9,2026-03-06
ภาคกลาง,สมุทรปราการ สกษ.,1010.79,25.4,34.4,-0.2,25.1,-2.3,0.0,,83,E,6,2026-03-06
ภาคกลาง,สนามบินสุวรรณภ(cid:270)มิ,1011.62,25.3,35.1,-2.0,24.9,0.8,0.0,,81,E,2,2026-03-06
ภาคกลาง,สมุทรสงคราม,1010.67,26.8,31.5,-3.4,26.6,3.0,0.0,,86,NNW,4,2026-03-06
ภาคกลาง,กาญจนบุรี,1010.96,25.3,36.6,-0.9,23.5,-0.1,0.0,,81,C,0,2026-03-06
ภาคกลาง,ทองผาภ(cid:270)มิ,1010.85,23.0,35.3,-0.3,22.7,0.3,0.0,,87,C,0,2026-03-06
ภาคกลาง,นครปฐม,1011.17,25.5,34.8,-1.7,24.0,1.2,0.0,,84,E,4,2026-03-06
ภาคกลาง,กรุงเทพมหานคร,1010.59,25.9,37.1,-1.1,25.8,-0.3,0.0,,85,NNE,2,2026-03-06
ภาคกลาง,กรุงเทพฯ ท่าเรือคลองเตย,1011.04,26.1,36.9,-1.1,26.0,-0.3,0.0,,85,E,3,2026-03-06
ภาคกลาง,กรุงเทพฯ บางนา สกษ.,1011.19,25.3,36.2,-1.6,24.4,-0.9,0.0,,85,E,2,2026-03-06
ภาคกลาง,สนามบินดอนเมือง,1011.83,25.0,36.2,-1.5,24.8,-0.8,0.0,,81,ESE,5,2026-03-06
ภาคตะวันออก,นครนายก,1010.96,18.7,26.5,-1.1,17.9,0.4,0.0,,97,SE,4,2026-03-06
ภาคตะวันออก,ฉะเชิงเทรา,1012.23,22.8,35.7,-1.5,22.7,-0.2,0.0,,93,C,0,2026-03-06
ภาคตะวันออก,ปราจีนบุรี,1010.71,24.5,37.1,-0.7,24.0,-0.8,0.0,,84,C,0,2026-03-06
ภาคตะวันออก,กบินทร์บุรี,1011.12,23.2,36.1,-1.9,23.0,0.1,4.2,,94,#Error,0,2026-03-06
ภาคตะวันออก,อรัญประเทศ,1012.30,24.4,36.4,-1.7,23.7,-1.9,1.8,,90,C,0,2026-03-06
ภาคตะวันออก,สระแก้ว,1011.79,23.2,36.2,-1.0,23.2,-0.5,8.6,,94,E,1,2026-03-06
ภาคตะวันออก,ชลบุรี,1010.76,25.0,34.4,-0.4,24.9,-2.3,0.0,,87,ENE,2,2026-03-06
ภาคตะวันออก,พัทยา,1010.50,25.2,33.0,-2.2,24.6,-2.3,0.0,,92,C,0,2026-03-06
ภาคตะวันออก,สัตหีบ,1010.46,25.0,36.0,-0.3,23.3,-0.5,0.0,,88,N,2,2026-03-06
ภาคตะวันออก,แหลมฉบัง,1011.51,26.4,37.8,3.1,24.6,-0.7,0.0,,88,C,0,2026-03-06
ภาคตะวันออก,ระยอง,1010.22,26.2,33.0,-1.0,25.5,-2.4,0.0,,94,C,0,2026-03-06
ภาคตะวันออก,ห้วยโป่ง สกษ.,1010.52,24.8,37.5,3.5,24.1,-1.6,0.0,,93,NE,2,2026-03-06
ภาคตะวันออก,จันทบุรี,1010.66,24.9,34.1,0.2,24.4,-0.3,0.0,,88,NE,5,2026-03-06
ภาคตะวันออก,พลิ้ว สกษ.,1011.19,23.5,33.5,-0.2,23.0,-1.5,5.0,,96,NE,2,2026-03-06
ภาคตะวันออก,ตราด,1010.38,24.6,33.9,0.6,23.6,-0.5,0.0,,88,E,2,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),เพชรบุรี,1010.96,24.8,34.3,1.1,22.1,1.6,0.0,,87,W,4,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),ประจวบคีรีขันธ์,1010.72,23.8,34.3,-0.7,23.2,-0.8,0.0,,85,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),หัวหิน,1010.43,25.4,32.5,-0.2,25.0,1.5,0.0,,77,W,3,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),หนองพลับ สกษ.,1011.12,21.1,36.6,-0.7,20.6,0.5,0.0,,94,NNW,2,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),ชุมพร,1010.11,24.0,35.7,-1.0,23.8,-0.6,0.0,,91,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),สวี สกษ.,1010.10,22.8,35.6,-0.1,22.8,0.8,0.0,,93,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),สุราษฎร์ธานี,1010.20,23.8,36.2,1.2,23.8,2.5,0.0,,93,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),เกาะสมุย,1010.65,26.3,31.0,-4.8,24.2,-0.6,7.9,,90,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),สุราษฎร์ธานี สกษ.,1011.99,23.5,34.8,-1.2,23.2,0.8,0.0,,97,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),พระแสง สอท.,1010.38,24.0,36.6,0.6,23.3,0.8,0.0,,95,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),นครศรีธรรมราช,1010.57,23.5,33.5,-0.2,22.7,-0.8,47.0,,96,NNE,3,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),นครศรีธรรมราช สกษ.,1010.30,24.7,33.8,-0.2,24.4,0.8,0.0,,97,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),ฉวาง,1010.06,24.5,36.5,-0.5,24.3,1.0,0.0,,94,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),พัทลุง สกษ.,1009.94,25.2,34.9,-0.9,24.7,0.2,5.3,,97,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),คอหงษ์ สกษ.,1010.13,25.7,36.1,0.3,24.7,0.7,0.0,,90,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),สะเดา,1010.16,24.2,36.2,-0.1,23.9,2.6,0.6,,98,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),สงขลา,1010.20,25.7,33.4,-1.4,24.8,-0.3,5.3,,82,W,1,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),หาดใหญ่,1010.17,24.1,37.1,-0.1,24.1,2.6,0.0,,95,SW,4,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),ปัตตานี,1009.54,24.5,34.3,-0.9,24.1,1.3,0.0,,91,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),ยะลา สกษ.,1010.70,23.9,36.5,-1.6,22.9,-0.2,2.2,,95,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันออก),นราธิวาส,1010.07,24.3,33.9,-0.6,23.9,-0.2,0.0,,93,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันตก),ระนอง,1010.29,24.4,33.5,0.0,23.7,0.1,0.0,,85,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันตก),ตะกั่วป่า,1009.49,24.4,31.7,-0.3,23.3,0.0,0.0,,91,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันตก),ภ(cid:270)เก็ต,1009.70,25.4,36.0,1.0,25.2,-0.3,0.0,,88,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันตก),ภ(cid:270)เก็ต (ศ(cid:270)นย์ฯ),1009.05,23.4,32.5,-0.4,22.6,-1.2,0.0,,93,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันตก),เกาะลันตา,1009.98,23.8,32.5,-1.3,23.3,-2.5,0.0,,91,E,3,2026-03-06
ภาคใต้ (ฝั่งตะวันตก),กระบี่,1009.10,23.9,34.7,-0.8,,,0.0,,95,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันตก),ตรัง,1010.08,25.8,35.8,-0.5,25.5,2.1,0.0,,89,C,0,2026-03-06
ภาคใต้ (ฝั่งตะวันตก),สต(cid:270)ล,1010.48,24.4,34.6,-0.5,23.6,1.1,0.0,,90,C,0,2026-03-06
ภาคเหนือ,แม่ฮ่องสอน,1014.27,18.1,35.4,0.2,17.0,-0.5,0.0,,89,C,0,2026-03-19
ภาคเหนือ,เชียงราย,1013.20,19.4,32.5,-0.5,18.8,-0.1,0.0,,91,C,0,2026-03-19
ภาคเหนือ,พะเยา,1013.51,19.3,35.4,0.9,19.0,0.5,0.0,,92,C,0,2026-03-19
ภาคเหนือ,เชียงใหม่,1013.41,19.7,36.2,1.1,19.5,-0.7,0.0,,79,C,0,2026-03-19
ภาคเหนือ,ล(cid:286)าปาง,1012.84,20.5,37.2,1.9,19.4,-0.8,0.0,,82,C,0,2026-03-19
ภาคเหนือ,เถิน,1012.52,20.3,38.6,1.8,20.1,0.4,0.0,,84,E,1,2026-03-19
ภาคเหนือ,แพร่,1012.65,20.8,37.1,2.6,20.5,-0.9,0.0,,94,C,0,2026-03-19
ภาคเหนือ,น่าน,1013.16,20.1,36.3,2.0,19.9,0.1,0.0,,91,C,0,2026-03-19
ภาคเหนือ,ท่าวังผา,1013.73,18.9,35.6,1.2,18.4,0.2,0.0,,94,C,0,2026-03-19
ภาคเหนือ,ทุ่งช้าง,1014.10,17.3,35.0,1.0,17.0,-0.5,0.0,,98,C,0,2026-03-19
ภาคเหนือ,อุตรดิตถ์,1012.40,23.0,37.5,2.0,23.0,0.4,0.0,,83,C,0,2026-03-19
ภาคเหนือ,สุโขทัย,1011.45,23.5,37.2,3.2,23.3,1.7,0.0,,91,C,0,2026-03-19
ภาคเหนือ,ศรีส(cid:286)าโรง(cid:496)สกษ.,1012.13,23.2,35.7,0.5,23.1,1.7,0.0,,91,C,0,2026-03-19
ภาคเหนือ,ตาก,1012.65,22.4,38.0,0.9,22.1,0.9,0.0,,79,C,0,2026-03-19
ภาคเหนือ,แม่สอด,1011.74,21.0,37.4,0.9,19.4,-0.4,0.0,,82,C,0,2026-03-19
ภาคเหนือ,พิษณุโลก,1012.03,25.0,36.0,0.0,24.6,1.8,0.0,,83,C,0,2026-03-19
ภาคเหนือ,เพชรบูรณ์,1011.06,24.2,37.5,0.5,24.0,1.5,0.0,,82,C,0,2026-03-19
ภาคเหนือ,หล่มสัก,1013.19,22.5,35.9,1.0,22.2,-0.3,0.0,,86,N,2,2026-03-19
ภาคเหนือ,พิจิตร(cid:496)สกษ.,1010.18,24.5,35.7,-0.5,23.8,1.4,0.0,,87,C,0,2026-03-19
ภาคตะวันออกเฉียงเหนือ,เลย,1012.99,20.2,36.4,1.6,19.0,-0.5,0.5,,93,C,0,2026-03-19
